i j d
275 62 90.97
62 276 84.43
276 62 84.43
62 277 77.98
277 62 77.98
62 278 71.47
278 62 71.47
62 279 65.19
279 62 65.19
62 280 57.54
280 62 57.54
62 281 43.93
281 62 43.93
62 282 39.23
282 62 39.23
62 283 33.82
283 62 33.82
62 284 25.13
284 62 25.13
62 285 22.03
285 62 22.03
62 286 21.0
286 62 21.0
62 287 22.08
287 62 22.08
62 288 28.58
288 62 28.58
62 289 30.31
289 62 30.31
62 290 33.25
290 62 33.25
62 291 38.19
291 62 38.19
62 292 56.31
292 62 56.31
62 293 62.21
293 62 62.21
62 294 68.51
294 62 68.51
62 295 79.42
295 62 79.42
62 296 84.41
296 62 84.41
62 297 90.44
297 62 90.44
62 298 97.41
298 62 97.41
62 299 103.91
299 62 103.91
62 300 109.16
300 62 109.16
62 301 113.05
301 62 113.05
62 302 118.02
302 62 118.02
62 303 122.66
303 62 122.66
62 304 110.73
304 62 110.73
62 305 104.43
305 62 104.43
62 306 98.01
306 62 98.01
62 307 91.71
307 62 91.71
62 308 85.23
308 62 85.23
62 309 78.84
309 62 78.84
62 310 72.4
310 62 72.4
62 311 66.22
311 62 66.22
62 312 58.7
312 62 58.7
62 313 45.44
313 62 45.44
62 314 40.92
314 62 40.92
62 315 35.76
315 62 35.76
62 316 27.69
316 62 27.69
62 317 24.91
317 62 24.91
62 318 24.0
318 62 24.0
62 319 24.95
319 62 24.95
62 320 31.14
320 62 31.14
62 321 32.74
321 62 32.74
62 322 35.47
322 62 35.47
62 323 40.15
323 62 40.15
62 324 57.65
324 62 57.65
62 325 63.42
325 62 63.42
62 326 69.62
326 62 69.62
62 327 80.38
327 62 80.38
62 328 85.32
328 62 85.32
62 329 91.28
329 62 91.28
62 330 98.19
330 62 98.19
62 331 104.64
331 62 104.64
62 332 109.86
332 62 109.86
62 333 113.72
333 62 113.72
62 334 118.66
334 62 118.66
62 335 123.28
335 62 123.28
62 336 111.42
336 62 111.42
62 337 105.16
337 62 105.16
62 338 98.79
338 62 98.79
62 339 92.54
339 62 92.54
62 340 86.12
340 62 86.12
62 341 79.81
341 62 79.81
62 342 73.45
342 62 73.45
62 343 67.37
343 62 67.37
62 344 59.99
344 62 59.99
62 345 47.09
345 62 47.09
62 346 42.75
346 62 42.75
62 347 37.84
347 62 37.84
62 348 30.33
348 62 30.33
62 349 27.81
349 62 27.81
62 350 27.0
350 62 27.0
62 351 27.85
351 62 27.85
62 352 33.77
352 62 33.77
62 353 35.25
353 62 35.25
62 354 37.81
354 62 37.81
62 355 42.22
355 62 42.22
62 356 59.12
356 62 59.12
62 357 64.76
357 62 64.76
62 358 70.84
358 62 70.84
62 359 81.44
359 62 81.44
62 360 86.31
360 62 86.31
62 361 92.22
361 62 92.22
62 362 99.06
362 62 99.06
62 363 105.46
363 62 105.46
62 364 110.64
364 62 110.64
62 365 114.47
365 62 114.47
62 366 119.38
366 62 119.38
62 367 123.97
367 62 123.97
62 368 112.19
368 62 112.19
62 369 105.97
369 62 105.97
62 370 99.65
370 62 99.65
62 371 93.46
371 62 93.46
62 372 87.11
372 62 87.11
62 373 80.87
373 62 80.87
62 374 74.61
374 62 74.61
62 375 68.62
375 62 68.62
62 376 61.4
376 62 61.4
62 377 48.87
377 62 48.87
62 378 44.7
378 62 44.7
62 379 40.03
379 62 40.03
62 380 33.03
380 62 33.03
62 381 30.73
381 62 30.73
62 382 30.0
382 62 30.0
62 383 30.77
383 62 30.77
63 64 9.58
64 63 9.58
63 65 13.93
65 63 13.93
63 66 19.5
66 63 19.5
63 67 27.1
67 63 27.1
63 68 47.83
68 63 47.83
63 69 54.27
69 63 54.27
63 70 61.04
70 63 61.04
63 71 72.57
71 63 72.57
63 72 77.79
72 63 77.79
63 73 84.05
73 63 84.05
63 74 91.26
74 63 91.26
63 75 97.95
75 63 97.95
63 76 103.33
76 63 103.33
63 77 107.31
77 63 107.31
63 78 112.39
78 63 112.39
63 79 119.21
79 63 119.21
63 80 114.83
80 63 114.83
63 81 108.36
81 63 108.36
63 82 101.76
82 63 101.76
63 83 95.25
83 63 95.25
63 84 88.52
84 63 88.52
63 85 81.85
85 63 81.85
63 86 75.06
86 63 75.06
63 87 68.48
87 63 68.48
63 88 60.33
88 63 60.33
63 89 45.37
89 63 45.37
63 90 39.94
90 63 39.94
63 91 33.34
91 63 33.34
63 92 20.85
92 63 20.85
63 93 13.82
93 63 13.82
63 94 7.45
94 63 7.45
63 95 3.0
95 63 3.0
63 96 10.9
96 63 10.9
63 97 14.86
97 63 14.86
63 98 20.18
98 63 20.18
63 99 27.59
99 63 27.59
63 100 48.12
100 63 48.12
63 101 54.52
101 63 54.52
63 102 61.26
102 63 61.26
63 103 72.76
103 63 72.76
63 104 77.96
104 63 77.96
63 105 84.21
105 63 84.21
63 106 91.41
106 63 91.41
63 107 98.08
107 63 98.08
63 108 103.46
108 63 103.46
63 109 107.44
109 63 107.44
63 110 112.51
110 63 112.51
63 111 119.32
111 63 119.32
63 112 114.95
112 63 114.95
63 113 108.49
113 63 108.49
63 114 101.9
114 63 101.9
63 115 95.39
115 63 95.39
63 116 88.67
116 63 88.67
63 117 82.01
117 63 82.01
63 118 75.24
118 63 75.24
63 119 68.67
119 63 68.67
63 120 60.56
120 63 60.56
63 121 45.67
121 63 45.67
63 122 40.28
122 63 40.28
63 123 33.74
123 63 33.74
63 124 21.48
124 63 21.48
63 125 14.76
125 63 14.76
63 126 9.08
126 63 9.08
63 127 6.0
127 63 6.0
63 128 12.8
128 63 12.8
63 129 16.31
129 63 16.31
63 130 21.27
130 63 21.27
63 131 28.39
131 63 28.39
63 132 48.58
132 63 48.58
63 133 54.93
133 63 54.93
63 134 61.63
134 63 61.63
63 135 73.07
135 63 73.07
63 136 78.25
136 63 78.25
63 137 84.48
137 63 84.48
63 138 91.65
138 63 91.65
63 139 98.31
139 63 98.31
63 140 103.68
140 63 103.68
63 141 107.65
141 63 107.65
63 142 112.71
142 63 112.71
63 143 119.51
143 63 119.51
63 144 115.14
144 63 115.14
63 145 108.69
145 63 108.69
63 146 102.12
146 63 102.12
63 147 95.62
147 63 95.62
63 148 88.93
148 63 88.93
63 149 82.28
149 63 82.28
63 150 75.54
150 63 75.54
63 151 69.0
151 63 69.0
63 152 60.93
152 63 60.93
63 153 46.16
153 63 46.16
63 154 40.83
154 63 40.83
63 155 34.4
155 63 34.4
63 156 22.51
156 63 22.51
63 157 16.22
157 63 16.22
63 158 11.29
158 63 11.29
63 159 9.0
159 63 9.0
63 160 15.06
160 63 15.06
63 161 18.14
161 63 18.14
63 162 22.7
162 63 22.7
63 163 29.48
163 63 29.48
63 164 49.23
164 63 49.23
63 165 55.5
165 63 55.5
63 166 62.14
166 63 62.14
63 167 73.5
167 63 73.5
63 168 78.65
168 63 78.65
63 169 84.85
169 63 84.85
63 170 92.0
170 63 92.0
63 171 98.63
171 63 98.63
63 172 103.98
172 63 103.98
63 173 107.94
173 63 107.94
63 174 112.99
174 63 112.99
63 175 119.77
175 63 119.77
63 176 115.42
176 63 115.42
63 177 108.98
177 63 108.98
63 178 102.43
178 63 102.43
63 179 95.95
179 63 95.95
63 180 89.28
180 63 89.28
63 181 82.67
181 63 82.67
63 182 75.95
182 63 75.95
63 183 69.45
183 63 69.45
63 184 61.44
184 63 61.44
63 185 46.83
185 63 46.83
63 186 41.6
186 63 41.6
63 187 35.3
187 63 35.3
63 188 23.87
188 63 23.87
63 189 18.05
189 63 18.05
63 190 13.8
190 63 13.8
63 191 12.0
191 63 12.0
63 192 17.54
192 63 17.54
63 193 20.25
193 63 20.25
63 194 24.42
194 63 24.42
63 195 30.83
195 63 30.83
63 196 50.04
196 63 50.04
63 197 56.23
197 63 56.23
63 198 62.79
198 63 62.79
63 199 74.05
199 63 74.05
63 200 79.16
200 63 79.16
63 201 85.33
201 63 85.33
63 202 92.44
202 63 92.44
63 203 99.04
203 63 99.04
63 204 104.37
204 63 104.37
63 205 108.31
205 63 108.31
63 206 113.35
206 63 113.35
63 207 120.11
207 63 120.11
63 208 115.77
208 63 115.77
63 209 109.35
209 63 109.35
63 210 102.82
210 63 102.82
63 211 96.37
211 63 96.37
63 212 89.73
212 63 89.73
63 213 83.15
213 63 83.15
63 214 76.49
214 63 76.49
63 215 70.04
215 63 70.04
63 216 62.1
216 63 62.1
63 217 47.69
217 63 47.69
63 218 42.56
218 63 42.56
63 219 36.43
219 63 36.43
63 220 25.51
220 63 25.51
63 221 20.17
221 63 20.17
63 222 16.48
222 63 16.48
63 223 15.0
223 63 15.0
63 224 20.17
224 63 20.17
63 225 22.56
225 63 22.56
63 226 26.37
226 63 26.37
63 227 32.39
227 63 32.39
63 228 51.02
228 63 51.02
63 229 57.1
229 63 57.1
63 230 63.57
230 63 63.57
63 231 74.71
231 63 74.71
63 232 79.79
232 63 79.79
63 233 85.91
233 63 85.91
63 234 92.97
234 63 92.97
63 235 99.54
235 63 99.54
63 236 104.85
236 63 104.85
63 237 108.77
237 63 108.77
63 238 113.78
238 63 113.78
63 239 120.52
239 63 120.52
63 240 116.19
240 63 116.19
63 241 109.81
241 63 109.81
63 242 103.3
242 63 103.3
63 243 96.89
243 63 96.89
63 244 90.28
244 63 90.28
63 245 83.75
245 63 83.75
63 246 77.13
246 63 77.13
63 247 70.74
247 63 70.74
63 248 62.89
248 63 62.89
63 249 48.72
249 63 48.72
63 250 43.71
250 63 43.71
63 251 37.77
251 63 37.77
63 252 27.38
252 63 27.38
63 253 22.49
253 63 22.49
63 254 19.25
254 63 19.25
63 255 18.0
255 63 18.0
63 256 22.89
256 63 22.89
63 257 25.02
257 63 25.02
63 258 28.5
258 63 28.5
63 259 34.15
259 63 34.15
63 260 52.15
260 63 52.15
63 261 58.12
261 63 58.12
63 262 64.49
262 63 64.49
63 263 75.49
263 63 75.49
63 264 80.52
264 63 80.52
63 265 86.59
265 63 86.59
63 266 93.6
266 63 93.6
63 267 100.13
267 63 100.13
63 268 105.4
268 63 105.4
63 269 109.31
269 63 109.31
63 270 114.3
270 63 114.3
63 271 121.01
271 63 121.01
63 272 116.7
272 63 116.7
63 273 110.34
273 63 110.34
63 274 103.87
274 63 103.87
63 275 97.49
275 63 97.49
63 276 90.93
276 63 90.93
63 277 84.44
277 63 84.44
63 278 77.88
278 63 77.88
63 279 71.56
279 63 71.56
63 280 63.81
280 63 63.81
63 281 49.9
281 63 49.9
63 282 45.03
282 63 45.03
63 283 39.28
283 63 39.28
63 284 29.44
284 63 29.44
63 285 24.96
285 63 24.96
63 286 22.08
286 63 22.08
63 287 21.0
287 63 21.0
63 288 25.67
288 63 25.67
63 289 27.59
289 63 27.59
63 290 30.78
290 63 30.78
63 291 36.07
291 63 36.07
63 292 53.43
292 63 53.43
63 293 59.27
293 63 59.27
63 294 65.52
294 63 65.52
63 295 76.38
295 63 76.38
63 296 81.35
296 63 81.35
63 297 87.36
297 63 87.36
63 298 94.31
298 63 94.31
63 299 100.8
299 63 100.8
63 300 106.04
300 63 106.04
63 301 109.92
301 63 109.92
63 302 114.88
302 63 114.88
63 303 121.56
303 63 121.56
63 304 117.27
304 63 117.27
63 305 110.95
305 63 110.95
63 306 104.51
306 63 104.51
63 307 98.18
307 63 98.18
63 308 91.67
308 63 91.67
63 309 85.24
309 63 85.24
63 310 78.75
310 63 78.75
63 311 72.5
311 63 72.5
63 312 64.86
312 63 64.86
63 313 51.24
313 63 51.24
63 314 46.5
314 63 46.5
63 315 40.97
315 63 40.97
63 316 31.65
316 63 31.65
63 317 27.53
317 63 27.53
63 318 24.95
318 63 24.95
63 319 24.0
319 63 24.0
63 320 28.49
320 63 28.49
63 321 30.23
321 63 30.23
63 322 33.17
322 63 33.17
63 323 38.13
323 63 38.13
63 324 54.85
324 63 54.85
63 325 60.54
325 63 60.54
63 326 66.68
326 63 66.68
63 327 77.37
327 63 77.37
63 328 82.29
328 63 82.29
63 329 88.23
329 63 88.23
63 330 95.12
330 63 95.12
63 331 101.55
331 63 101.55
63 332 106.76
332 63 106.76
63 333 110.62
333 63 110.62
63 334 115.55
334 63 115.55
63 335 122.19
335 63 122.19
63 336 117.92
336 63 117.92
63 337 111.63
337 63 111.63
63 338 105.24
338 63 105.24
63 339 98.95
339 63 98.95
63 340 92.5
340 63 92.5
63 341 86.13
341 63 86.13
63 342 79.71
342 63 79.71
63 343 73.55
343 63 73.55
63 344 66.03
344 63 66.03
63 345 52.71
345 63 52.71
63 346 48.12
346 63 48.12
63 347 42.79
347 63 42.79
63 348 33.98
348 63 33.98
63 349 30.18
349 63 30.18
63 350 27.85
350 63 27.85
63 351 27.0
351 63 27.0
63 352 31.35
352 63 31.35
63 353 32.94
353 63 32.94
63 354 35.66
354 63 35.66
63 355 40.31
355 63 40.31
63 356 56.38
356 63 56.38
63 357 61.94
357 63 61.94
63 358 67.95
358 63 67.95
63 359 78.47
359 63 78.47
63 360 83.32
360 63 83.32
63 361 89.2
361 63 89.2
63 362 96.02
362 63 96.02
63 363 102.39
363 63 102.39
63 364 107.56
364 63 107.56
63 365 111.39
365 63 111.39
63 366 116.29
366 63 116.29
63 367 122.89
367 63 122.89
63 368 118.65
368 63 118.65
63 369 112.4
369 63 112.4
63 370 106.05
370 63 106.05
63 371 99.82
371 63 99.82
63 372 93.42
372 63 93.42
63 373 87.12
373 63 87.12
63 374 80.78
374 63 80.78
63 375 74.7
375 63 74.7
63 376 67.31
376 63 67.31
63 377 54.31
377 63 54.31
63 378 49.86
378 63 49.86
63 379 44.75
379 63 44.75
63 380 36.41
380 63 36.41
63 381 32.89
381 63 32.89
63 382 30.77
382 63 30.77
63 383 30.0
383 63 30.0
64 65 6.86
65 64 6.86
64 66 13.44
66 64 13.44
64 67 21.64
67 64 21.64
64 68 41.6
68 64 41.6
64 69 48.05
69 64 48.05
64 70 54.83
70 64 54.83
64 71 66.37
71 64 66.37
64 72 71.59
72 64 71.59
64 73 77.86
73 64 77.86
64 74 85.07
74 64 85.07
64 75 91.76
75 64 91.76
64 76 97.15
76 64 97.15
64 77 101.13
77 64 101.13
64 78 106.21
78 64 106.21
64 79 113.03
79 64 113.03
64 80 123.6
80 64 123.6
64 81 117.13
81 64 117.13
64 82 110.53
82 64 110.53
64 83 104.01
83 64 104.01
64 84 97.28
84 64 97.28
64 85 90.6
85 64 90.6
64 86 83.81
86 64 83.81
64 87 77.22
87 64 77.22
64 88 69.07
88 64 69.07
64 89 54.08
89 64 54.08
64 90 48.64
90 64 48.64
64 91 42.01
91 64 42.01
64 92 29.07
92 64 29.07
64 93 22.02
93 64 22.02
64 94 15.51
94 64 15.51
64 95 9.1
95 64 9.1
64 96 3.0
96 64 3.0
64 97 7.49
97 64 7.49
64 98 13.77
98 64 13.77
64 99 21.85
99 64 21.85
64 100 41.71
100 64 41.71
64 101 48.14
101 64 48.14
64 102 54.91
102 64 54.91
64 103 66.44
103 64 66.44
64 104 71.65
104 64 71.65
64 105 77.92
105 64 77.92
64 106 85.12
106 64 85.12
64 107 91.81
107 64 91.81
64 108 97.2
108 64 97.2
64 109 101.17
109 64 101.17
64 110 106.25
110 64 106.25
64 111 113.07
111 64 113.07
64 112 123.64
112 64 123.64
64 113 117.17
113 64 117.17
64 114 110.57
114 64 110.57
64 115 104.05
115 64 104.05
64 116 97.33
116 64 97.33
64 117 90.65
117 64 90.65
64 118 83.86
118 64 83.86
64 119 77.28
119 64 77.28
64 120 69.14
120 64 69.14
64 121 54.16
121 64 54.16
64 122 48.73
122 64 48.73
64 123 42.12
123 64 42.12
64 124 29.22
124 64 29.22
64 125 22.22
125 64 22.22
64 126 15.8
126 64 15.8
64 127 9.58
127 64 9.58
64 128 6.0
128 64 6.0
64 129 9.11
129 64 9.11
64 130 14.72
130 64 14.72
64 131 22.46
131 64 22.46
64 132 42.03
132 64 42.03
64 133 48.42
133 64 48.42
64 134 55.16
134 64 55.16
64 135 66.64
135 64 66.64
64 136 71.84
136 64 71.84
64 137 78.09
137 64 78.09
64 138 85.28
138 64 85.28
64 139 91.96
139 64 91.96
64 140 97.34
140 64 97.34
64 141 101.31
141 64 101.31
64 142 106.38
142 64 106.38
64 143 113.19
143 64 113.19
64 144 123.75
144 64 123.75
64 145 117.28
145 64 117.28
64 146 110.69
146 64 110.69
64 147 104.18
147 64 104.18
64 148 97.46
148 64 97.46
64 149 90.8
149 64 90.8
64 150 84.02
150 64 84.02
64 151 77.45
151 64 77.45
64 152 69.33
152 64 69.33
64 153 54.41
153 64 54.41
64 154 49.01
154 64 49.01
64 155 42.44
155 64 42.44
64 156 29.68
156 64 29.68
64 157 22.82
157 64 22.82
64 158 16.63
158 64 16.63
64 159 10.9
159 64 10.9
64 160 9.0
160 64 9.0
64 161 11.32
161 64 11.32
64 162 16.18
162 64 16.18
64 163 23.44
163 64 23.44
64 164 42.56
164 64 42.56
64 165 48.89
165 64 48.89
64 166 55.56
166 64 55.56
64 167 66.98
167 64 66.98
64 168 72.15
168 64 72.15
64 169 78.38
169 64 78.38
64 170 85.54
170 64 85.54
64 171 92.2
171 64 92.2
64 172 97.57
172 64 97.57
64 173 101.53
173 64 101.53
64 174 106.59
174 64 106.59
64 175 113.39
175 64 113.39
64 176 123.93
176 64 123.93
64 177 117.48
177 64 117.48
64 178 110.9
178 64 110.9
64 179 104.4
179 64 104.4
64 180 97.7
180 64 97.7
64 181 91.05
181 64 91.05
64 182 84.29
182 64 84.29
64 183 77.74
183 64 77.74
64 184 69.65
184 64 69.65
64 185 54.82
185 64 54.82
64 186 49.47
186 64 49.47
64 187 42.96
187 64 42.96
64 188 30.43
188 64 30.43
64 189 23.79
189 64 23.79
64 190 17.93
190 64 17.93
64 191 12.8
191 64 12.8
64 192 12.0
192 64 12.0
64 193 13.82
193 64 13.82
64 194 18.02
194 64 18.02
64 195 24.74
195 64 24.74
64 196 43.3
196 64 43.3
64 197 49.53
197 64 49.53
64 198 56.13
198 64 56.13
64 199 67.45
199 64 67.45
64 200 72.59
200 64 72.59
64 201 78.78
201 64 78.78
64 202 85.91
202 64 85.91
64 203 92.54
203 64 92.54
64 204 97.89
204 64 97.89
64 205 101.84
205 64 101.84
64 206 106.89
206 64 106.89
64 207 113.67
207 64 113.67
64 208 124.18
208 64 124.18
64 209 117.74
209 64 117.74
64 210 111.18
210 64 111.18
64 211 104.7
211 64 104.7
64 212 98.02
212 64 98.02
64 213 91.39
213 64 91.39
64 214 84.66
214 64 84.66
64 215 78.15
215 64 78.15
64 216 70.1
216 64 70.1
64 217 55.4
217 64 55.4
64 218 50.1
218 64 50.1
64 219 43.69
219 64 43.69
64 220 31.45
220 64 31.45
64 221 25.08
221 64 25.08
64 222 19.61
222 64 19.61
64 223 15.06
223 64 15.06
64 224 15.0
224 64 15.0
64 225 16.49
225 64 16.49
64 226 20.14
226 64 20.14
64 227 26.33
227 64 26.33
64 228 44.22
228 64 44.22
64 229 50.34
229 64 50.34
64 230 56.84
230 64 56.84
64 231 68.04
231 64 68.04
64 232 73.14
232 64 73.14
64 233 79.29
233 64 79.29
64 234 86.38
234 64 86.38
64 235 92.98
235 64 92.98
64 236 98.3
236 64 98.3
64 237 102.24
237 64 102.24
64 238 107.26
238 64 107.26
64 239 114.02
239 64 114.02
64 240 124.51
240 64 124.51
64 241 118.09
241 64 118.09
64 242 111.54
242 64 111.54
64 243 105.09
243 64 105.09
64 244 98.43
244 64 98.43
64 245 91.83
245 64 91.83
64 246 85.14
246 64 85.14
64 247 78.66
247 64 78.66
64 248 70.68
248 64 70.68
64 249 56.12
249 64 56.12
64 250 50.9
250 64 50.9
64 251 44.61
251 64 44.61
64 252 32.71
252 64 32.71
64 253 26.64
253 64 26.64
64 254 21.58
254 64 21.58
64 255 17.54
255 64 17.54
64 256 18.0
256 64 18.0
64 257 19.26
257 64 19.26
64 258 22.46
258 64 22.46
64 259 28.15
259 64 28.15
64 260 45.33
260 64 45.33
64 261 51.31
261 64 51.31
64 262 57.71
262 64 57.71
64 263 68.77
263 64 68.77
64 264 73.82
264 64 73.82
64 265 79.91
265 64 79.91
64 266 86.95
266 64 86.95
64 267 93.51
267 64 93.51
64 268 98.8
268 64 98.8
64 269 102.72
269 64 102.72
64 270 107.72
270 64 107.72
64 271 114.45
271 64 114.45
64 272 124.9
272 64 124.9
64 273 118.51
273 64 118.51
64 274 111.99
274 64 111.99
64 275 105.56
275 64 105.56
64 276 98.93
276 64 98.93
64 277 92.37
277 64 92.37
64 278 85.72
278 64 85.72
64 279 79.29
279 64 79.29
64 280 71.38
280 64 71.38
64 281 57.0
281 64 57.0
64 282 51.86
282 64 51.86
64 283 45.7
283 64 45.7
64 284 34.19
284 64 34.19
64 285 28.44
285 64 28.44
64 286 23.76
286 64 23.76
64 287 20.17
287 64 20.17
64 288 21.0
288 64 21.0
64 289 22.09
289 64 22.09
64 290 24.93
290 64 24.93
64 291 30.15
291 64 30.15
64 292 46.6
292 64 46.6
64 293 52.44
293 64 52.44
64 294 58.71
294 64 58.71
64 295 69.61
295 64 69.61
64 296 74.61
296 64 74.61
64 297 80.64
297 64 80.64
64 298 87.62
298 64 87.62
64 299 94.13
299 64 94.13
64 300 99.39
300 64 99.39
64 301 103.29
301 64 103.29
64 302 108.27
302 64 108.27
64 303 114.96
303 64 114.96
64 304 125.37
304 64 125.37
64 305 119.0
305 64 119.0
64 306 112.51
306 64 112.51
64 307 106.11
307 64 106.11
64 308 99.52
308 64 99.52
64 309 93.0
309 64 93.0
64 310 86.4
310 64 86.4
64 311 80.02
311 64 80.02
64 312 72.19
312 64 72.19
64 313 58.01
313 64 58.01
64 314 52.98
314 64 52.98
64 315 46.97
315 64 46.97
64 316 35.86
316 64 35.86
64 317 30.43
317 64 30.43
64 318 26.11
318 64 26.11
64 319 22.89
319 64 22.89
64 320 24.0
320 64 24.0
64 321 24.96
321 64 24.96
64 322 27.51
322 64 27.51
64 323 32.32
323 64 32.32
64 324 48.03
324 64 48.03
64 325 53.71
325 64 53.71
64 326 59.85
326 64 59.85
64 327 70.58
327 64 70.58
64 328 75.51
328 64 75.51
64 329 81.48
329 64 81.48
64 330 88.39
330 64 88.39
64 331 94.85
331 64 94.85
64 332 100.07
332 64 100.07
64 333 103.94
333 64 103.94
64 334 108.89
334 64 108.89
64 335 115.55
335 64 115.55
64 336 125.91
336 64 125.91
64 337 119.56
337 64 119.56
64 338 113.11
338 64 113.11
64 339 106.74
339 64 106.74
64 340 100.2
340 64 100.2
64 341 93.72
341 64 93.72
64 342 87.18
342 64 87.18
64 343 80.86
343 64 80.86
64 344 73.12
344 64 73.12
64 345 59.17
345 64 59.17
64 346 54.24
346 64 54.24
64 347 48.38
347 64 48.38
64 348 37.7
348 64 37.7
64 349 32.57
349 64 32.57
64 350 28.58
350 64 28.58
64 351 25.67
351 64 25.67
64 352 27.0
352 64 27.0
64 353 27.86
353 64 27.86
64 354 30.16
354 64 30.16
64 355 34.6
355 64 34.6
64 356 49.59
356 64 49.59
64 357 55.12
357 64 55.12
64 358 61.12
358 64 61.12
64 359 71.65
359 64 71.65
64 360 76.51
360 64 76.51
64 361 82.41
361 64 82.41
64 362 89.25
362 64 89.25
64 363 95.65
363 64 95.65
64 364 100.83
364 64 100.83
64 365 104.67
365 64 104.67
64 366 109.59
366 64 109.59
64 367 116.21
367 64 116.21
64 368 126.51
368 64 126.51
64 369 120.2
369 64 120.2
64 370 113.78
370 64 113.78
64 371 107.46
371 64 107.46
64 372 100.96
372 64 100.96
64 373 94.54
373 64 94.54
64 374 88.05
374 64 88.05
64 375 81.8
375 64 81.8
64 376 74.16
376 64 74.16
64 377 60.45
377 64 60.45
64 378 55.63
378 64 55.63
64 379 49.94
379 64 49.94
64 380 39.67
380 64 39.67
64 381 34.84
381 64 34.84
64 382 31.14
382 64 31.14
64 383 28.49
383 64 28.49
65 66 6.58
66 65 6.58
65 67 14.78
67 65 14.78
65 68 34.86
68 65 34.86
65 69 41.31
69 65 41.31
65 70 48.09
70 65 48.09
65 71 59.63
71 65 59.63
65 72 64.85
72 65 64.85
65 73 71.12
73 65 71.12
65 74 78.33
74 65 78.33
65 75 85.02
75 65 85.02
65 76 90.41
76 65 90.41
65 77 94.39
77 65 94.39
65 78 99.47
78 65 99.47
65 79 106.29
79 65 106.29
65 80 119.65
80 65 119.65
65 81 119.43
81 65 119.43
65 82 112.83
82 65 112.83
65 83 106.31
83 65 106.31
65 84 99.58
84 65 99.58
65 85 92.9
85 65 92.9
65 86 86.11
86 65 86.11
65 87 79.52
87 65 79.52
65 88 71.37
88 65 71.37
65 89 56.38
89 65 56.38
65 90 50.94
90 65 50.94
65 91 44.31
91 65 44.31
65 92 30.78
92 65 30.78
65 93 24.23
93 65 24.23
65 94 18.51
94 65 18.51
65 95 13.6
95 65 13.6
65 96 7.49
96 65 7.49
65 97 3.0
97 65 3.0
65 98 7.23
98 65 7.23
65 99 15.08
99 65 15.08
65 100 34.99
100 65 34.99
65 101 41.42
101 65 41.42
65 102 48.18
102 65 48.18
65 103 59.71
103 65 59.71
65 104 64.92
104 65 64.92
65 105 71.18
105 65 71.18
65 106 78.39
106 65 78.39
65 107 85.07
107 65 85.07
65 108 90.46
108 65 90.46
65 109 94.44
109 65 94.44
65 110 99.52
110 65 99.52
65 111 106.33
111 65 106.33
65 112 119.69
112 65 119.69
65 113 119.47
113 65 119.47
65 114 112.87
114 65 112.87
65 115 106.35
115 65 106.35
65 116 99.63
116 65 99.63
65 117 92.95
117 65 92.95
65 118 86.16
118 65 86.16
65 119 79.58
119 65 79.58
65 120 71.43
120 65 71.43
65 121 56.46
121 65 56.46
65 122 51.03
122 65 51.03
65 123 44.41
123 65 44.41
65 124 30.93
124 65 30.93
65 125 24.42
125 65 24.42
65 126 18.75
126 65 18.75
65 127 13.93
127 65 13.93
65 128 9.11
128 65 9.11
65 129 6.0
129 65 6.0
65 130 8.9
130 65 8.9
65 131 15.95
131 65 15.95
65 132 35.37
132 65 35.37
65 133 41.74
133 65 41.74
65 134 48.46
134 65 48.46
65 135 59.93
135 65 59.93
65 136 65.13
136 65 65.13
65 137 71.37
137 65 71.37
65 138 78.56
138 65 78.56
65 139 85.23
139 65 85.23
65 140 90.61
140 65 90.61
65 141 94.58
141 65 94.58
65 142 99.65
142 65 99.65
65 143 106.46
143 65 106.46
65 144 119.8
144 65 119.8
65 145 119.58
145 65 119.58
65 146 112.99
146 65 112.99
65 147 106.48
147 65 106.48
65 148 99.76
148 65 99.76
65 149 93.09
149 65 93.09
65 150 86.32
150 65 86.32
65 151 79.75
151 65 79.75
65 152 71.62
152 65 71.62
65 153 56.7
153 65 56.7
65 154 51.29
154 65 51.29
65 155 44.71
155 65 44.71
65 156 31.36
156 65 31.36
65 157 24.96
157 65 24.96
65 158 19.46
158 65 19.46
65 159 14.86
159 65 14.86
65 160 11.32
160 65 11.32
65 161 9.0
161 65 9.0
65 162 11.15
162 65 11.15
65 163 17.3
163 65 17.3
65 164 36.0
164 65 36.0
65 165 42.28
165 65 42.28
65 166 48.92
166 65 48.92
65 167 60.31
167 65 60.31
65 168 65.47
168 65 65.47
65 169 71.69
169 65 71.69
65 170 78.85
170 65 78.85
65 171 85.5
171 65 85.5
65 172 90.86
172 65 90.86
65 173 94.82
173 65 94.82
65 174 99.88
174 65 99.88
65 175 106.67
175 65 106.67
65 176 119.99
176 65 119.99
65 177 119.77
177 65 119.77
65 178 113.19
178 65 113.19
65 179 106.69
179 65 106.69
65 180 99.99
180 65 99.99
65 181 93.33
181 65 93.33
65 182 86.58
182 65 86.58
